datetime,indoor_temp,indoor_humidity,indoor_air_velocity,indoor_CO2,solarradiation,day_night_flag,vpd,dew_point,leaf_wetness_proxy
2024-01-01 00:00:00,25.002222521132794,83.72962913144535,1.8399999999999999,440.0,0.0,0,0.5154774194094127,21.748148347421864,0
2024-01-01 01:00:00,25.301923788646683,83.2301270189222,1.8399999999999999,440.0,0.0,0,0.5408613231931976,21.947949192431125,0
2024-01-01 02:00:00,24.278679656440357,77.83553390593275,1.8399999999999999,400.0,0.0,1,0.672513119874508,19.845786437626906,0
2024-01-01 03:00:00,24.9,76.80000000000001,1.8399999999999999,400.0,0.0,1,0.7305581815837812,20.26,0
2024-01-01 04:00:00,25.623542864692435,75.59409522551262,1.8399999999999999,400.0,0.0,1,0.8023091032935108,20.74236190979496,0
2024-01-01 05:00:00,26.4,74.30000000000001,1.8399999999999999,400.0,0.0,1,0.884528833673794,21.26,0
2024-01-01 06:00:00,27.17645713530756,73.0059047744874,1.8399999999999999,400.0,0.0,1,0.972439690217791,21.777638090205045,0
2024-01-01 07:00:00,28.888171114201423,71.3059144428993,1.8399999999999999,397.52957221449645,49.40855571007121,1,1.1419854376420817,23.14935400278128,0
2024-01-01 08:00:00,30.43032034355964,69.80996609406728,1.8399999999999999,395.2275,95.44999999999999,1,1.3129416029122774,24.392313562373097,0
2024-01-01 09:00:00,31.697809901923552,68.62000613579269,1.8399999999999999,393.2506657735744,134.98668452851194,1,1.466757513750697,25.42181112908209,0
2024-01-01 10:00:00,32.60426247051619,67.81712837273017,1.8399999999999999,391.7337875208775,165.32424958244934,1,1.5832559411811973,26.167688145062222,0
2024-01-01 11:00:00,33.08790480477166,67.45604759761417,1.8399999999999999,390.78023798807084,184.39524023858314,1,1.6450978368369564,26.579114324294494,0
2024-01-01 12:00:00,33.1157774788672,67.56137086855466,1.8399999999999999,390.455,190.9,1,1.6423374741755117,26.628051652578133,0
2024-01-01 13:00:00,30.498076211353315,74.56987298107781,1.8399999999999999,440.0,184.39524023858314,0,1.1102283193924403,25.412050807568875,0
2024-01-01 14:00:00,30.02132034355964,75.36446609406727,1.8399999999999999,440.0,165.32424958244934,0,1.0465806970275073,25.094213562373092,0
2024-01-01 15:00:00,29.4,76.4,1.8399999999999999,440.0,134.98668452851194,0,0.9674131243773538,24.68,0
2024-01-01 16:00:00,28.67645713530756,77.6059047744874,1.8399999999999999,440.0,95.44999999999999,0,0.8803988934693647,24.19763809020504,0
2024-01-01 17:00:00,27.9,78.9,1.8399999999999999,440.0,49.40855571007126,0,0.7929331703944165,23.68,0
2024-01-01 18:00:00,27.123542864692435,80.19409522551261,1.8399999999999999,440.0,2.3378507395722974e-14,0,0.7112821678026431,23.162361909794956,0
2024-01-01 19:00:00,26.4,81.4,1.8399999999999999,440.0,0.0,0,0.640164836822279,22.68,0
2024-01-01 20:00:00,25.778679656440357,82.43553390593274,1.8399999999999999,440.0,0.0,0,0.5827383624091462,22.265786437626904,0
2024-01-01 21:00:00,25.301923788646683,83.2301270189222,1.8399999999999999,440.0,0.0,0,0.5408613231931976,21.947949192431125,0
2024-01-01 22:00:00,25.002222521132794,83.72962913144535,1.8399999999999999,440.0,0.0,0,0.5154774194094127,21.748148347421864,0
2024-01-01 23:00:00,24.9,83.9,1.8399999999999999,440.0,0.0,0,0.50698218635771,21.68,0
2024-01-02 00:00:00,25.002222521132794,83.62962913144534,2.0500000000000003,440.0,0.0,0,0.518645616517972,21.72814834742186,0
