datetime,indoor_temp,indoor_humidity,indoor_air_velocity,indoor_CO2,solarradiation,day_night_flag,vpd,dew_point,leaf_wetness_proxy
2025-01-01 00:00:00,24.002222521132794,82.12962913144534,2.59,440.0,0.0,0,0.5333082577697787,20.42814834742186,0
2025-01-01 01:00:00,24.301923788646683,81.6301270189222,2.59,440.0,0.0,0,0.5581542132323647,20.62794919243112,0
2025-01-01 02:00:00,23.278679656440357,76.23553390593274,2.59,400.0,0.0,1,0.6789846682242948,18.525786437626905,0
2025-01-01 03:00:00,23.9,75.2,2.59,400.0,0.0,1,0.7355814420616786,18.939999999999998,0
2025-01-01 04:00:00,24.623542864692435,73.99409522551261,2.59,400.0,0.0,1,0.8055159459381254,19.422361909794958,0
2025-01-01 05:00:00,25.4,72.7,2.59,400.0,0.0,1,0.8856235310173188,19.939999999999998,0
2025-01-01 06:00:00,26.17645713530756,71.4059047744874,2.59,400.0,0.0,1,0.9712450302671423,20.45763809020504,0
2025-01-01 07:00:00,28.151648902115788,69.57417554894211,2.59,396.8708777447105,62.58244510578952,1,1.160269115224959,22.06648401190421,0
2025-01-01 08:00:00,29.93932034355964,67.95546609406726,2.59,393.955,120.89999999999999,1,1.3549453127529123,23.53041356237309,0
2025-01-01 09:00:00,31.41764460517146,66.66008878416874,2.59,391.45107901545464,170.9784196909072,1,1.533810049566906,24.749662362005207,0
2025-01-01 10:00:00,32.48587633156875,65.77632144220388,2.59,389.52975286824613,209.40494263507728,1,1.6724739796328558,25.641140620009523,0
2025-01-01 11:00:00,33.071217295933934,65.36439135203304,2.59,388.32195676016516,233.56086479669673,1,1.7491940278434175,26.144095566340543,0
2025-01-01 12:00:00,33.1337774788672,65.45237086855465,2.59,387.91,241.8,1,1.7508794255063296,26.224251652578133,0
2025-01-01 13:00:00,29.498076211353315,72.9698729810778,2.59,440.0,233.56086479669673,0,1.114297753910158,24.092050807568874,0
2025-01-01 14:00:00,29.02132034355964,73.76446609406726,2.59,440.0,209.40494263507728,0,1.0522064144926695,23.77421356237309,0
2025-01-01 15:00:00,28.4,74.8,2.59,440.0,170.9784196909072,0,0.9749536565652495,23.36,0
2025-01-01 16:00:00,27.67645713530756,76.00590477448739,2.59,440.0,120.89999999999999,0,0.8900137381531854,22.87763809020504,0
2025-01-01 17:00:00,26.9,77.3,2.59,440.0,62.58244510578958,0,0.804596204273651,22.36,0
2025-01-01 18:00:00,26.123542864692435,78.5940952255126,2.59,440.0,2.9611959603383e-14,0,0.724818267550186,21.842361909794956,0
2025-01-01 19:00:00,25.4,79.8,2.59,440.0,0.0,0,0.655296532108053,21.36,0
2025-01-01 20:00:00,24.778679656440357,80.83553390593273,2.59,440.0,0.0,0,0.5991302913651806,20.945786437626904,0
2025-01-01 21:00:00,24.301923788646683,81.6301270189222,2.59,440.0,0.0,0,0.5581542132323647,20.62794919243112,0
2025-01-01 22:00:00,24.002222521132794,82.12962913144534,2.59,440.0,0.0,0,0.5333082577697787,20.42814834742186,0
2025-01-01 23:00:00,23.9,82.3,2.59,440.0,0.0,0,0.5249915937295047,20.36,0
2025-01-02 00:00:00,24.102222521132795,80.72962913144535,1.8399999999999999,440.0,0.0,0,0.5785494716044552,20.248148347421864,0
2025-01-02 01:00:00,24.401923788646684,80.2301270189222,1.8399999999999999,440.0,0.0,0,0.604298690027139,20.447949192431125,0
2025-01-02 02:00:00,23.378679656440358,74.83553390593275,1.8399999999999999,400.0,0.0,1,0.7233355331563063,18.345786437626906,0
